state,total,place,race,religion,sexual_orientation,ethnicity,disability
,,Buffalo4,0,1,0,0,0
,,Maritime College,1,0,1,0,0
,,Stony Brook4,1,0,0,0,0
,,"State University of New York Agricultural and Technical College, Alfred",1,0,0,0,0
,,State University of New York College:,,,,,
,,Buffalo,0,0,0,1,0
,,Cortland,0,1,0,1,0
,,New Paltz,0,2,0,0,0
,,Oneonta,1,0,2,0,0
,,Oswego,2,3,2,0,0
,,Plattsburgh,2,0,4,1,0
,,Potsdam,1,0,1,0,0
,Metropolitan Counties,,32,92,15,21,1
,,Broome,1,1,0,0,0
,,Chemung,1,0,0,0,0
,,Dutchess,0,2,1,0,0
,,Erie,2,0,0,0,0
,,Monroe,2,1,0,0,0
,,Nassau,15,50,4,5,0
,,Niagara,0,0,1,0,0
,,Oneida,0,0,1,0,0
,,Rockland,0,1,0,0,0
,,Suffolk County Police Department,11,37,8,16,1
,Nonmetropolitan Counties,,0,2,0,1,0
,,Cattaraugus,0,0,0,1,0
,,Cayuga,0,1,0,0,0
,,Sullivan,0,1,0,0,0
,State Police Agencies,,5,1,2,0,0
,,State Police:,,,,,
,,Albany County,0,0,2,0,0
,,Broome County ,1,0,0,0,0
,,Columbia County ,1,0,0,0,0
,,Madison County ,0,1,0,0,0
,,Montgomery County ,1,0,0,0,0
,,Niagara County ,1,0,0,0,0
,,Otsego County ,1,0,0,0,0
,Other Agencies,,6,9,0,0,0
,,Broome County Special Investigations Task Force,1,0,0,0,0
,,New York City Metropolitan Transportation Authority,5,9,0,0,0
NORTH CAROLINA,Total,,67,9,15,12,0
,Cities,,42,8,14,7,0
,,Albemarle,3,1,0,0,0
,,Asheville,2,1,2,1,0
,,Carrboro,1,0,3,1,0
,,Cary,1,0,0,0,0
,,Chapel Hill,0,2,0,1,0
,,Charlotte-Mecklenburg,7,1,0,0,0
,,Cherryville,1,0,0,0,0
,,Eden,1,0,0,0,0
,,Elizabeth City,2,0,0,0,0
,,Fayetteville,2,0,0,0,0
,,Gastonia,1,0,0,0,0
,,Goldsboro,1,0,0,0,0
,,Greensboro,1,1,3,1,0
,,Hamlet,1,0,0,0,0
,,Hickory,1,0,1,0,0
,,High Point,2,0,0,1,0
,,Kernersville,0,0,0,1,0
,,Maiden,1,0,0,0,0
,,Mint Hill,0,1,1,0,0
,,Morganton,1,0,0,1,0
,,Mount Airy,1,0,0,0,0
,,Reidsville,0,0,1,0,0
,,Roxboro,1,0,0,0,0
,,Salisbury,5,0,1,0,0
,,Smithfield,2,0,0,0,0
,,Southern Pines,1,1,1,0,0
,,Stallings,1,0,1,0,0
,,Wendell,2,0,0,0,0
,Metropolitan Counties,,19,1,1,5,0
,,Buncombe,5,1,1,2,0
,,Caldwell,1,0,0,0,0
,,Chatham,1,0,0,0,0
,,Currituck,4,0,0,0,0
,,Forsyth,0,0,0,1,0
,,Guilford,1,0,0,0,0
,,Person,1,0,0,0,0
,,Pitt,5,0,0,2,0
,,Rockingham,1,0,0,0,0
,Nonmetropolitan Counties,,6,0,0,0,0
,,Cherokee,1,0,0,0,0
,,Iredell,2,0,0,0,0
,,Pasquotank,1,0,0,0,0
,,Rutherford,1,0,0,0,0
,,Transylvania,1,0,0,0,0
NORTH DAKOTA,Total,,10,1,2,1,0
,Cities,,8,1,1,1,0
,,Bismarck,1,0,0,0,0
,,Dickinson,1,0,0,0,0
,,Fargo,0,0,1,0,0
,,Grand Forks,2,0,0,0,0
,,Larimore,0,0,0,1,0
,,Mandan,4,1,0,0,0
,Metropolitan Counties,,1,0,1,0,0
,,Burleigh,0,0,1,0,0
,,Morton,1,0,0,0,0
,Nonmetropolitan Counties,,1,0,0,0,0
,,Ward,1,0,0,0,0
OHIO,Total,,142,24,47,31,53
,Cities,,116,20,31,28,11
,,Akron,8,0,1,2,0
,,Amherst,0,1,0,0,0
,,Ashland,0,0,0,1,0
,,Athens,1,0,0,0,0
,,"Bath Township, Summit County",1,0,0,0,1
,,Beavercreek,1,0,0,0,0
,,Beaver Township,2,0,0,0,0
,,Berea,1,0,0,0,0
,,Blue Ash,0,1,0,0,0
,,Boardman,0,0,0,1,0
,,Celina,1,0,0,0,0
,,Chillicothe,9,0,0,0,0
,,Cincinnati,1,0,2,1,0
,,Clearcreek Township,1,0,0,0,0
,,Cleveland,2,0,1,2,0
,,Columbus,14,2,13,8,0
,,Dayton,5,1,0,0,0
,,Defiance,0,0,0,1,0
,,Englewood,1,0,0,0,0
,,Fairfield Township,2,0,0,0,0
,,Findlay,2,0,1,0,0
,,Fort Shawnee,0,0,1,0,0
,,Franklin,4,0,0,0,0
,,Fremont,2,0,0,0,0
,,Gahanna,5,0,0,0,0
,,Galion,1,0,0,0,0
,,Genoa Township,0,1,0,0,0
,,Germantown,1,0,0,0,0
,,Hamilton,0,1,0,0,0
,,Harrison,1,0,0,0,0
,,Heath,0,0,1,1,0
,,Hilliard,0,1,0,0,0
,,Holland,0,0,0,1,0
,,Howland Township,1,0,0,0,0
,,Huber Heights,4,0,1,0,0
,,Jackson,1,0,0,0,0
,,"Jackson Township, Stark County",1,0,1,0,0
,,Lancaster,0,0,0,1,0
,,Lorain,1,0,0,1,0
,,"Madison Township, Lake County",2,1,0,0,0
,,Mansfield,2,1,1,0,0
,,Marysville,2,0,0,0,0
,,Maumee,1,0,0,0,0
,,"Miami Township, Clermont County",1,0,0,0,0
,,"Miami Township, Montgomery County",2,0,1,0,1
,,Moraine,2,0,0,1,0
,,Mount Healthy,2,0,0,0,0
,,Napoleon,1,0,0,0,0
,,Niles,1,1,1,0,0
,,North Canton,1,0,0,0,0
,,Norton,1,0,0,0,1
,,Norwood,0,1,0,0,0
,,Parma,1,1,0,0,0
,,Perkins Township,1,0,0,0,0
,,Pickerington,1,0,0,0,0
,,Piqua,0,0,1,0,0
,,Portsmouth,2,0,0,4,8
,,Reynoldsburg,2,1,0,0,0
,,Shadyside,0,0,1,0,0
,,Shaker Heights,0,1,0,0,0
,,Sidney,1,0,0,0,0
,,Solon,1,0,0,0,0
,,South Euclid,2,0,0,1,0
,,Springdale,1,0,0,0,0
,,Springfield,0,0,0,1,0
,,Stow,3,0,0,0,0
,,Streetsboro,1,0,0,0,0
,,Trotwood,1,0,0,0,0
,,Upper Arlington,1,0,1,0,0
,,Van Wert,0,1,0,0,0
,,Vienna Township,0,0,1,0,0
,,Warren,0,0,1,0,0
,,West Chester Township,0,0,0,1,0
,,Westerville,1,1,0,0,0
,,Willoughby,1,0,0,0,0
,,Wilmington,1,2,1,0,0
,,Worthington,1,0,0,0,0
,,Youngstown,1,1,0,0,0
,,Zanesville,1,0,0,0,0
,Universities and Colleges,,3,1,4,0,0
,,Capital University,0,0,1,0,0
,,Ohio State University:,,,,,
,,Columbus,1,0,2,0,0
,,Wooster4,0,0,1,0,0
,,Wright State University,2,1,0,0,0
,Metropolitan Counties,,17,2,8,3,2
,,Butler,0,0,5,0,1
,,Clermont,1,0,0,0,0
,,Delaware,0,0,0,1,0
,,Franklin,4,0,0,2,0
,,Geauga,1,0,0,0,0
,,Jefferson,1,0,0,0,0
,,Lawrence,2,0,0,0,0
,,Lucas,3,0,3,0,0
,,Madison,1,0,0,0,0
,,Montgomery,3,2,0,0,0
,,Stark,0,0,0,0,1
,,Summit,1,0,0,0,0
,Nonmetropolitan Counties,,4,1,3,0,40
,,Champaign,1,0,0,0,0
,,Coshocton,0,1,2,0,0
,,Gallia,1,0,0,0,0
,,Hancock,1,0,0,0,0
,,Holmes,0,0,0,0,1
,,Mercer,0,0,1,0,0
,,Ross,1,0,0,0,0
,,Seneca,0,0,0,0,39
,Other Agencies,,2,0,1,0,0
,,Cleveland Metropolitan Park District,1,0,1,0,0
,,Mill Creek Metropolitan Park District,1,0,0,0,0
OKLAHOMA,Total,,33,6,14,6,0
,Cities,,23,6,12,6,0
,,Ada,1,0,0,0,0
,,Altus,0,0,1,0,0
,,Bixby,1,0,0,0,0
,,Broken Arrow,0,0,0,2,0
,,Chickasha,3,1,1,0,0
,,Collinsville,0,0,1,0,0
,,Cushing,1,0,0,0,0
,,Edmond,0,0,1,0,0
,,Lawton,3,0,0,0,0
,,Miami,2,0,0,0,0
,,Muskogee,0,1,0,0,0
,,Norman,1,1,0,0,0
,,Oklahoma City,9,2,6,3,0
,,Owasso,0,0,1,0,0
,,Ponca City,1,0,0,0,0
,,Sallisaw,0,0,1,0,0
,,Sand Springs,1,0,0,0,0
,,Stillwater,0,1,0,0,0
,,Tulsa,0,0,0,1,0
,Universities and Colleges,,4,0,0,0,0
,,University of Central Oklahoma,1,0,0,0,0
,,"University of Oklahoma, Health Sciences Center",3,0,0,0,0
,Metropolitan Counties,,6,0,0,0,0
,,Cleveland,2,0,0,0,0
,,Creek,1,0,0,0,0
,,Logan,2,0,0,0,0
,,Tulsa,1,0,0,0,0
,Nonmetropolitan Counties,,0,0,2,0,0
,,Latimer,0,0,1,0,0
,,Pittsburg,0,0,1,0,0
OREGON,Total,,64,18,24,22,2
,Cities,,54,17,23,20,2
,,Beaverton,3,2,1,4,0
,,Bend,1,0,0,0,0
,,Boardman,0,1,0,0,0
,,Coos Bay,2,0,0,0,0
,,Corvallis,2,0,1,2,1
,,Eugene,6,2,1,1,0
,,Hermiston,0,0,0,1,0
,,La Grande,0,0,0,1,0
,,Lebanon,1,1,0,0,0
,,McMinnville,0,0,0,1,0
,,Medford,0,0,1,1,0
,,Milton-Freewater,0,0,1,0,0
,,Newport,1,1,0,1,0
,,Pendleton,1,0,0,0,0
,,Portland,12,5,15,2,1
,,Reedsport,1,0,0,1,0
,,Roseburg,1,0,0,0,0
,,Salem,5,3,1,2,0
,,Seaside,0,0,1,0,0
,,Silverton,0,0,0,1,0
,,Springfield,4,0,0,0,0
,,Tigard,11,0,0,1,0
,,Troutdale,2,2,0,1,0
,,Winston,1,0,0,0,0
,,Woodburn,0,0,1,0,0
,Metropolitan Counties,,4,1,0,1,0
,,Benton,1,0,0,0,0
,,Clackamas,0,1,0,1,0
,,Lane,3,0,0,0,0
,Nonmetropolitan Counties,,6,0,1,1,0
,,Douglas,4,0,1,0,0
,,Lincoln,1,0,0,0,0
,,Tillamook,0,0,0,1,0
,,Umatilla,1,0,0,0,0
PENNSYLVANIA,Total,,27,10,5,4,0
,Cities,,22,10,3,4,0
,,Abington Township,3,0,0,0,0
,,Bedford,1,0,0,0,0
,,Bensalem Township,0,1,0,0,0
,,Ferguson Township,1,0,0,0,0
,,Harrisburg,3,1,1,2,0
,,Johnstown,1,0,0,0,0
,,Lancaster,3,0,0,1,0
,,Mechanicsburg,0,1,0,0,0
,,Northern York Regional,2,0,0,0,0
,,Patton Township,1,0,0,0,0
,,Philadelphia,2,4,0,0,0
,,Pittsburgh,2,2,2,1,0
,,Reading,0,1,0,0,0
,,Springdale,1,0,0,0,0
,,"Springfield Township, Montgomery County",1,0,0,0,0
,,West Pottsgrove Township,1,0,0,0,0
,Universities and Colleges,,3,0,0,0,0
,,"Pennsylvania State University, University Park",1,0,0,0,0
,,West Chester University,2,0,0,0,0
,State Police Agencies,,2,0,2,0,0
,,State Police:,,,,,
,,Bucks County,0,0,1,0,0
,,Chester County,0,0,1,0,0
,,Washington County,1,0,0,0,0
,,Westmoreland County,1,0,0,0,0
RHODE ISLAND,Total,,10,11,12,3,0
,Cities,,7,11,11,3,0
,,Cranston,0,0,2,0,0
,,East Providence,1,0,0,0,0
,,Johnston,2,0,0,0,0
,,Little Compton,1,0,0,1,0
,,Newport,0,0,1,0,0
,,North Smithfield,0,1,0,0,0
,,Pawtucket,2,2,0,0,0
,,Providence,1,4,6,1,0
,,Smithfield,0,1,0,0,0
,,South Kingstown,0,0,1,0,0
,,Warwick,0,2,1,0,0
,,West Warwick,0,1,0,1,0
,Universities and Colleges,,3,0,1,0,0
,,University of Rhode Island,3,0,1,0,0
SOUTH CAROLINA,Total,,63,25,18,13,5
,Cities,,36,4,12,4,1
,,Allendale,0,0,1,0,0
,,Beaufort,4,0,0,0,0
,,Calhoun Falls,1,0,0,0,0
,,Cayce,1,1,1,0,0
,,Clinton,1,0,0,0,0
,,Clover,0,0,1,0,0
,,Columbia,5,1,3,0,0
,,Cowpens,1,0,0,0,0
,,Forest Acres,1,0,0,0,0
,,Fort Mill,0,0,0,1,0
,,Goose Creek,0,1,1,1,0
,,Hampton,1,0,0,0,0
,,Hartsville,4,0,0,0,0
,,Holly Hill,1,0,0,0,0
,,Lamar,1,0,0,0,1
,,Latta,0,0,1,0,0
,,Laurens,1,0,0,0,0
,,Lexington,2,0,0,1,0
,,Mauldin,3,1,0,0,0
,,Mount Pleasant,0,0,1,0,0
,,New Ellenton,2,0,0,0,0
,,North Charleston,0,0,0,1,0
,,Pacolet,1,0,0,0,0
,,Pageland3,0,0,1,0,0
,,Rock Hill,3,0,0,0,0
,,Spartanburg,1,0,1,0,0
,,Springdale,1,0,0,0,0
,,Wellford,0,0,1,0,0
,,York,1,0,0,0,0
,Universities and Colleges,,1,0,1,0,1
,,Coastal Carolina University,1,0,1,0,1
,Metropolitan Counties,,9,5,2,3,1
,,Aiken,1,0,0,0,0
,,Anderson,0,1,0,0,0
,,Berkeley,4,0,0,0,0
,,Greenville,2,4,1,0,0
,,Horry County Police Department,1,0,0,0,0
,,Laurens,1,0,0,0,1
,,Pickens,0,0,1,1,0
,,Richland,0,0,0,2,0
,Nonmetropolitan Counties,,17,16,3,4,2
,,Abbeville,0,4,0,0,0
,,Chester,0,11,0,1,0
,,Chesterfield,0,0,0,0,1
,,Clarendon,0,0,0,1,0
,,Colleton,3,1,1,0,0
,,Dillon,1,0,1,1,0
,,Georgetown,1,0,0,0,0
,,Greenwood,1,0,0,0,0
,,Hampton,11,0,0,0,0
,,Jasper,0,0,0,1,0
,,Lee,0,0,1,0,1
,Other Agencies,,0,0,0,2,0
,,Charleston County Aviation Authority,0,0,0,2,0
SOUTH DAKOTA,Total,,26,5,4,7,0
,Cities,,22,5,3,7,0
,,Miller,1,0,0,0,0
,,Pierre,0,2,0,0,0
,,Rapid City,4,0,0,0,0
,,Sioux Falls,11,3,3,5,0
,,Spearfish,1,0,0,0,0
,,Tea,2,0,0,0,0
,,Watertown,2,0,0,2,0
,,Yankton,1,0,0,0,0
,Metropolitan Counties,,3,0,0,0,0
,,Minnehaha,3,0,0,0,0
,Nonmetropolitan Counties,,1,0,1,0,0
,,Custer,1,0,0,0,0
,,Miner,0,0,1,0,0
TENNESSEE,Total,,91,18,44,15,1
,Cities,,48,7,36,8,1
,,Bartlett,0,0,0,1,0
,,Bradford,1,0,0,0,0
,,Chattanooga,1,0,0,0,1
,,Clarksville,1,0,2,0,0
,,Cleveland,6,0,1,0,0
,,Crossville,0,0,1,0,0
,,Dickson,1,0,0,0,0
,,Dunlap,0,0,0,1,0
,,Elizabethton,2,1,3,0,0
,,Franklin,0,1,0,0,0
,,Greenbrier,1,0,0,0,0
,,Hendersonville,1,0,1,0,0
,,Humboldt,1,0,1,0,0
,,Johnson City,0,0,1,1,0
,,Kingsport,1,0,1,0,0
,,Knoxville,3,1,0,0,0
,,Lebanon,2,0,0,0,0
,,Lexington,5,0,0,0,0
,,Livingston,1,0,0,0,0
,,Memphis,11,3,18,3,0
,,Murfreesboro,1,0,0,0,0
,,Nashville,1,0,4,1,0
,,Newport,1,0,0,0,0
,,Savannah,1,0,0,0,0
,,Sevierville,1,0,0,0,0
,,Sewanee,0,1,0,1,0
,,Smyrna,1,0,0,0,0
,,Spring Hill,2,0,0,0,0
,,Tracy City,0,0,3,0,0
,,Union City,1,0,0,0,0
,,Wartrace,1,0,0,0,0
,Universities and Colleges,,7,1,1,0,0
,,Tennessee Technological University,1,0,0,0,0
,,University of Memphis,0,1,0,0,0
,,University of Tennessee:,,,,,
,,Chattanooga,1,0,0,0,0
,,Knoxville,4,0,1,0,0
,,Walters State Community College,1,0,0,0,0
,Metropolitan Counties,,23,8,4,3,0
,,Anderson,1,1,0,0,0
,,Bradley,0,4,0,0,0
,,Cheatham,0,1,0,0,0
,,Dickson,0,0,0,1,0
,,Hamilton,2,0,0,0,0
,,Knox,1,0,1,1,0
,,Loudon,2,0,0,0,0
,,Montgomery,1,0,0,0,0
,,Rutherford,1,0,0,0,0
,,Shelby,12,2,0,1,0
,,Sullivan,0,0,3,0,0
,,Tipton,1,0,0,0,0
,,Washington,2,0,0,0,0
,Nonmetropolitan Counties,,12,2,3,2,0
,,Fentress,0,1,0,0,0
,,Grundy,1,0,0,0,0
,,Hardin,0,0,2,0,0
,,Lawrence,2,0,0,0,0
,,Marshall,0,0,1,1,0
,,Monroe,1,0,0,0,0
,,Scott,0,0,0,1,0
,,Van Buren,8,0,0,0,0
,,Weakley,0,1,0,0,0
,State Police Agencies,,0,0,0,2,0
,,Department of Safety,0,0,0,2,0
,Other Agencies,,1,0,0,0,0
,,Tennessee Bureau of Investigation,1,0,0,0,0
TEXAS,Total,,84,18,36,27,0
,Cities,,74,16,29,27,0
,,Allen,1,0,0,0,0
,,Alvin,0,0,0,1,0
,,Argyle,0,0,0,1,0
,,Austin,3,1,4,3,0
,,Beaumont,5,0,0,0,0
,,Bedford,3,0,0,0,0
,,Bellmead,0,0,0,1,0
,,Brownwood,0,0,1,0,0
,,Burleson,1,0,0,0,0
,,Carrollton,1,0,1,0,0
,,Cleburne,0,0,1,0,0
,,Corpus Christi,2,1,1,0,0
,,Dallas,3,2,3,3,0
,,Del Rio,1,0,0,0,0
,,Denison,1,0,0,1,0
,,Denton,1,0,1,0,0
,,Eastland,2,0,0,0,0
,,El Paso,0,1,2,0,0
,,Fort Worth,3,2,0,1,0
,,Frisco,1,0,0,0,0
,,Galveston,0,0,3,2,0
,,Garland,2,0,0,0,0
,,Greenville,1,0,0,0,0
,,Harlingen,0,0,0,1,0
,,Highland Village,1,0,0,0,0
,,Houston,4,1,5,4,0
,,Kilgore,1,0,0,0,0
,,Killeen,4,1,0,1,0
,,Lake Dallas,0,0,0,1,0
,,Lake Jackson,1,0,0,0,0
,,La Porte,1,0,0,0,0
,,Leander,1,0,0,0,0
,,Longview,1,0,0,0,0
,,Mansfield,1,0,0,0,0
,,McKinney,1,1,1,0,0
,,Midland,2,0,0,0,0
,,Mineral Wells,1,0,0,0,0
,,Missouri City,1,1,0,0,0
,,New Braunfels,0,0,0,1,0
,,North Richland Hills,3,1,0,0,0
,,Odessa,0,0,0,1,0
,,Overton,1,0,0,0,0
,,Paris,1,0,0,0,0
,,Pasadena,0,0,1,1,0
,,Pearland,0,0,1,0,0
,,Plano,2,1,0,0,0
,,Richland Hills,1,0,1,0,0
,,Rockwall,2,0,0,0,0
,,Round Rock,4,2,0,1,0
,,San Antonio,3,1,3,2,0
,,Sweetwater,1,0,0,0,0
,,Texas City,1,0,0,0,0
,,Trophy Club,1,0,0,0,0
,,Vidor,1,0,0,0,0
,,Weatherford,1,0,0,0,0
,,Wichita Falls,1,0,0,1,0
,Universities and Colleges,,2,0,1,0,0
,,Grayson County College,0,0,1,0,0
,,Richland College,1,0,0,0,0
,,"University of Texas, Austin",1,0,0,0,0
,Metropolitan Counties,,6,2,5,0,0
,,Harris,6,2,3,0,0
,,Lubbock,0,0,2,0,0
,Nonmetropolitan Counties,,2,0,1,0,0
,,Anderson,1,0,0,0,0
,,Cherokee,0,0,1,0,0
,,Colorado,1,0,0,0,0
UTAH,Total,,13,15,8,12,0
,Cities,,8,12,7,10,0
,,Draper,0,1,2,3,0
,,Farmington,0,1,0,0,0
,,Midvale,1,0,0,0,0
,,Orem,1,0,0,0,0
,,Provo,1,0,0,0,0
,,Salt Lake City,0,2,0,0,0
,,Sandy,0,1,0,1,0
,,Saratoga Springs,1,0,0,0,0
,,South Jordan,3,3,0,0,0
,,South Salt Lake,0,0,0,1,0
,,Springville,0,0,0,1,0
,,St. George,0,1,0,1,0
,,Tooele,0,0,3,0,0
,,West Bountiful,0,1,0,0,0
,,West Jordan,0,1,0,0,0
,,West Valley,1,0,2,3,0
,,Woods Cross,0,1,0,0,0
,Metropolitan Counties,,2,2,1,2,0
,,Davis,0,0,0,1,0
,,Salt Lake,0,2,1,0,0
,,Tooele,1,0,0,1,0
,,Washington,1,0,0,0,0
,Nonmetropolitan Counties,,1,0,0,0,0
,,Uintah,1,0,0,0,0
,Other Agencies,,2,1,0,0,0
,,Granite School District,1,0,0,0,0
,,Utah Transit Authority,1,1,0,0,0
VERMONT,Total,,8,8,7,0,1
,Cities,,5,6,7,0,1
,,Burlington,2,1,3,0,0
,,Colchester,0,1,1,0,0
,,Essex,1,0,0,0,0
,,Hinesburg,0,1,0,0,0
,,Ludlow,0,1,0,0,0
,,Lyndonville,0,0,0,0,1
,,Manchester,0,1,0,0,0
,,Shelburne,0,1,0,0,0
,,South Burlington,0,0,3,0,0
,,Woodstock,2,0,0,0,0
,Universities and Colleges,,0,1,0,0,0
,,University of Vermont,0,1,0,0,0
,Nonmetropolitan Counties,,1,0,0,0,0
,,Caledonia,1,0,0,0,0
,State Police Agencies,,2,1,0,0,0
,,State Police:,,,,,
,,Middlesex,0,1,0,0,0
,,Shaftsbury,1,0,0,0,0
,,St. Albans,1,0,0,0,0
VIRGINIA,Total,,97,27,18,8,0
,Cities,,54,16,12,8,0
,,Alexandria,3,1,0,0,0
,,Bedford,1,0,0,0,0
,,Bluefield,0,0,1,0,0
,,Charlottesville,3,0,0,0,0
,,Chesapeake,2,0,2,0,0
,,Christiansburg,1,0,0,0,0
,,Colonial Beach,1,0,0,0,0
,,Colonial Heights,1,0,0,0,0
,,Covington,1,0,0,0,0
,,Culpeper,0,0,0,1,0
,,Danville,2,0,0,0,0
,,Fairfax City,2,1,0,1,0
,,Falls Church,1,0,0,0,0
,,Fredericksburg,0,0,0,1,0
,,Front Royal,0,0,1,0,0
,,Galax,0,0,0,1,0
,,Hampton,1,0,0,0,0
,,Harrisonburg,1,1,0,0,0
,,Leesburg,1,1,0,1,0
,,Lynchburg,2,0,1,0,0
,,Manassas,0,0,1,0,0
,,Manassas Park,0,1,0,0,0
,,Marion,1,0,0,0,0
,,Newport News,2,1,0,1,0
,,Norfolk,2,3,3,0,0
,,Pearisburg,1,0,0,0,0
,,Portsmouth,5,0,0,0,0
,,Purcellville,2,0,0,0,0
,,Richmond,6,3,1,0,0
,,Roanoke,1,0,0,0,0
,,Salem,0,1,0,0,0
,,Suffolk,3,1,0,1,0
,,Virginia Beach,7,2,2,1,0
,,Waynesboro,1,0,0,0,0
,Universities and Colleges,,9,4,2,0,0
,,College of William and Mary,1,0,0,0,0
,,George Mason University,0,0,1,0,0
,,Hampton University,1,0,0,0,0
,,Northern Virginia Community College,2,0,0,0,0
,,Old Dominion University,0,1,0,0,0
,,Radford University,3,1,0,0,0
,,University of Virginia,0,1,1,0,0
,,Virginia Polytechnic Institute and State University,2,1,0,0,0
,Metropolitan Counties,,32,7,4,0,0
,,Albemarle County Police Department,1,1,0,0,0
,,Amelia,1,0,0,0,0
,,Amherst,1,0,0,0,0
,,Arlington County Police Department,0,2,0,0,0
,,Bedford,1,0,0,0,0
,,Botetourt,1,0,0,0,0
,,Chesterfield County Police Department,3,1,1,0,0
,,Clarke,1,0,0,0,0
,,Cumberland,1,0,0,0,0
,,Dinwiddie,1,0,1,0,0
,,Fairfax County Police Department,2,0,0,0,0
,,Greene,0,1,0,0,0
,,Henrico County Police Department,6,1,0,0,0
,,James City County Police Department,2,0,0,0,0
,,King and Queen,1,0,0,0,0
,,Loudoun,3,0,1,0,0
,,New Kent,0,1,0,0,0
,,Prince William County Police Department,1,0,0,0,0
,,Roanoke County Police Department,1,0,0,0,0
,,Spotsylvania,1,0,0,0,0
,,Stafford,1,0,0,0,0
,,Warren,2,0,0,0,0
,,York,1,0,1,0,0
,Nonmetropolitan Counties,,2,0,0,0,0
,,Augusta,1,0,0,0,0
,,Charlotte,1,0,0,0,0
WASHINGTON,Total,,120,27,36,25,0
,Cities,,76,20,24,18,0
,,Auburn,2,0,0,1,0
,,Bellevue,1,1,1,1,0
,,Bellingham,0,0,1,1,0
,,Burien,1,0,0,0,0
,,Burlington,1,0,0,0,0
,,Camas,1,0,0,0,0
,,Cheney,1,0,1,0,0
,,Edmonds,2,1,0,0,0
,,Everett,1,0,1,0,0
,,Federal Way,3,1,0,0,0
,,Kelso,1,0,0,0,0
,,Kennewick,1,0,0,3,0
,,Lakewood,0,0,0,1,0
,,Lynden,1,1,0,0,0
,,Maple Valley,1,0,0,0,0
,,Mill Creek,0,0,1,0,0
,,Monroe,0,0,0,1,0
,,Moses Lake,1,0,0,0,0
,,Mossyrock,1,0,0,0,0
,,Mountlake Terrace,0,2,0,0,0
,,Mount Vernon,1,0,0,0,0
,,Olympia,0,0,2,0,0
,,Pasco,1,0,0,0,0
,,Pullman,1,0,0,0,0
,,Redmond,0,2,0,0,0
,,Richland,1,0,0,1,0
,,SeaTac,1,0,0,0,0
,,Seattle,3,2,9,0,0
,,Sequim,1,0,0,0,0
,,Shelton,2,0,0,1,0
,,Shoreline,0,0,0,1,0
,,Snoqualmie,2,3,0,0,0
,,Spokane,18,3,6,1,0
,,Spokane Valley,1,0,0,0,0
,,Tacoma,9,1,0,1,0
,,Tukwila,1,0,0,0,0
,,Vancouver,12,1,2,4,0
,,Walla Walla,3,1,0,0,0
,,Yakima,0,1,0,1,0
,Universities and Colleges,,1,1,2,0,0
,,Eastern Washington University,0,0,1,0,0
,,Evergreen State College,1,1,0,0,0
,,"Washington State University, Pullman",0,0,1,0,0
,Metropolitan Counties,,42,6,7,7,0
,,Clark,15,2,1,1,0
,,King,6,0,2,4,0
,,Kitsap,2,1,1,0,0
,,Pierce,7,0,3,1,0
,,Snohomish,5,0,0,0,0
,,Spokane,2,1,0,0,0
,,Thurston,5,2,0,1,0
,Nonmetropolitan Counties,,1,0,3,0,0
,,Garfield,1,0,0,0,0
,,Grays Harbor,0,0,2,0,0
,,Walla Walla,0,0,1,0,0
WEST VIRGINIA,Total,,18,1,3,1,1
,Cities,,11,1,3,0,1
,,Buckhannon,1,0,0,0,0
,,Clarksburg,1,1,0,0,0
,,Fairmont,1,0,0,0,0
,,Huntington,2,0,0,0,0
,,Martinsburg,0,0,1,0,0
,,Morgantown,1,0,0,0,0
,,Moundsville,2,0,0,0,0
,,South Charleston,0,0,1,0,0
,,Weirton,3,0,0,0,1
,,Wheeling,0,0,1,0,0
,Universities and Colleges,,2,0,0,0,0
,,Marshall University,2,0,0,0,0
,Metropolitan Counties,,3,0,0,1,0
,,Berkeley,1,0,0,0,0
,,Jefferson,1,0,0,0,0
,,Kanawha,1,0,0,0,0
,,Monongalia,0,0,0,1,0
,Nonmetropolitan Counties,,2,0,0,0,0
,,Summers,1,0,0,0,0
,,Upshur,1,0,0,0,0
WISCONSIN,Total,,29,9,11,5,0
,Cities,,25,7,7,4,0
,,Appleton,4,0,0,1,0
,,Everest,1,0,1,0,0
,,Fond du Lac,0,2,0,0,0
,,Hudson,1,0,0,0,0
,,Janesville,1,0,0,0,0
,,Kewaunee,0,1,0,0,0
,,Luxemburg,0,1,0,0,0
,,Madison,2,0,0,0,0
,,Manitowoc,2,0,1,0,0
,,Merrill,1,0,0,0,0
,,Milwaukee,10,2,2,2,0
,,Rhinelander,0,0,3,0,0
,,River Falls,1,1,0,1,0
,,Shiocton,1,0,0,0,0
,,Watertown,1,0,0,0,0
,Universities and Colleges,,0,0,1,0,0
,,"University of Wisconsin, Whitewater",0,0,1,0,0
,Metropolitan Counties,,4,1,3,1,0
,,Dane,2,1,3,0,0
,,La Crosse,1,0,0,0,0
,,Outagamie,0,0,0,1,0
,,Racine,1,0,0,0,0
,Nonmetropolitan Counties,,0,1,0,0,0
,,Clark,0,1,0,0,0
WYOMING,Total,,5,0,0,3,0
,Cities,,5,0,0,3,0
,,Gillette,4,0,0,1,0
,,Green River,0,0,0,1,0
