state,total,place,race,religion,sexual_orientation,ethnicity,disability
,,New Castle Town,0,0,1,0,0
,,New Rochelle,2,1,0,0,0
,,New York,63,137,44,13,1
,,Niskayuna Town,1,1,0,0,0
,,North Tonawanda,1,0,0,0,0
,,Ogdensburg,0,0,1,0,0
,,Ogden Town,0,0,1,0,0
,,Olean,0,1,0,0,0
,,Plattsburgh City,1,0,0,0,0
,,Port Washington,0,1,0,0,0
,,Poughkeepsie,1,0,1,0,0
,,Rochester,5,0,6,1,0
,,Rockville Centre Village,0,1,0,0,0
,,Rome,1,0,0,0,0
,,Saratoga Springs,0,0,0,1,0
,,Schenectady,2,0,1,0,0
,,Shelter Island Town,0,0,1,0,0
,,Suffern Village,0,1,0,0,0
,,Syracuse,0,0,1,0,0
,,Tonawanda Town,1,0,0,0,0
,,Watertown,1,0,0,0,0
,,Yonkers,0,0,1,0,0
,,Yorktown Town,0,0,1,0,0
,Universities and Colleges,,7,8,3,3,0
,,Cornell University,0,0,1,1,0
,,"State University of New York, Stony Brook",1,1,0,0,0
,,State University of New York College:,,,,,
,,Buffalo,2,3,1,1,0
,,Geneseo,2,1,0,0,0
,,New Paltz,0,1,0,0,0
,,Oswego,0,1,0,0,0
,,Plattsburgh,2,0,1,1,0
,,Purchase,0,1,0,0,0
,Metropolitan Counties,,59,94,12,20,0
,,Dutchess,1,1,0,0,0
,,Erie,2,0,1,0,0
,,Monroe,5,3,1,2,0
,,Nassau,27,63,0,8,0
,,Niagara,0,0,1,0,0
,,Onondaga,1,1,1,0,0
,,Ontario,1,0,0,0,0
,,Orleans,1,0,0,0,0
,,Rensselaer,1,0,0,0,0
,,Saratoga,2,0,0,0,0
,,Suffolk County Police Department,15,26,8,8,0
,,Washington,1,0,0,0,0
,,Westchester Public Safety,2,0,0,2,0
,Nonmetropolitan Counties,,1,1,0,0,0
,,Cattaraugus,1,0,0,0,0
,,Sullivan,0,1,0,0,0
,State Police Agencies,,8,2,5,1,0
,,State Police:,,,,,
,,Broome County ,1,1,0,1,0
,,Cattaraugus County ,0,0,1,0,0
,,Delaware County ,0,0,1,0,0
,,Dutchess County ,1,1,0,0,0
,,Erie County ,1,0,0,0,0
,,Jefferson County ,1,0,0,0,0
,,Oneida County ,1,0,0,0,0
,,Rensselaer County ,0,0,1,0,0
,,Saratoga County ,1,0,0,0,0
,,St. Lawrence County ,1,0,1,0,0
,,Sullivan County ,0,0,1,0,0
,,Tioga County ,1,0,0,0,0
,Other Agencies,,1,0,0,1,0
,,New York City Metropolitan Transportation Authority,1,0,0,1,0
NORTH CAROLINA,Total,,87,14,12,10,1
,Cities,,47,11,12,6,1
,,Albemarle,1,0,0,0,0
,,Asheville,2,0,0,2,0
,,Carrboro,3,0,0,0,0
,,Chapel Hill,0,4,0,0,0
,,Charlotte-Mecklenburg,0,3,2,0,1
,,Dunn,2,0,0,0,0
,,Durham,1,0,2,0,0
,,Fayetteville,1,0,1,0,0
,,Gastonia,3,0,1,0,0
,,Greensboro,3,0,0,0,0
,,Greenville,3,0,0,0,0
,,High Point,2,0,0,0,0
,,Kinston,1,0,0,0,0
,,Long View,0,0,1,0,0
,,Matthews,2,0,0,0,0
,,Mooresville,1,0,0,0,0
,,Morganton,0,0,0,1,0
,,Newport,1,0,0,0,0
,,Oxford,1,0,0,0,0
,,Raleigh,6,4,0,0,0
,,Roxboro,2,0,0,0,0
,,Salisbury,5,0,1,3,0
,,Shallotte,0,0,1,0,0
,,Southern Pines,2,0,1,0,0
,,Southern Shores,1,0,0,0,0
,,Stallings,0,0,2,0,0
,,Statesville,1,0,0,0,0
,,Warrenton,1,0,0,0,0
,,Weaverville,1,0,0,0,0
,,Wendell,1,0,0,0,0
,Universities and Colleges,,4,1,0,0,0
,,East Carolina University,3,1,0,0,0
,,North Carolina Agricultural and Technical State University,1,0,0,0,0
,Metropolitan Counties,,31,2,0,3,0
,,Catawba,1,0,0,0,0
,,Chatham3,3,0,0,0,0
,,Currituck,2,0,0,0,0
,,Forsyth,15,1,0,3,0
,,Franklin,1,0,0,0,0
,,Gaston County Police Department,2,0,0,0,0
,,Guilford,3,0,0,0,0
,,New Hanover,3,1,0,0,0
,,Wayne,1,0,0,0,0
,Nonmetropolitan Counties,,5,0,0,1,0
,,Cherokee,2,0,0,0,0
,,Lincoln,0,0,0,1,0
,,Northampton,1,0,0,0,0
,,Pasquotank,1,0,0,0,0
,,Rowan3,1,0,0,0,0
NORTH DAKOTA,Total,,10,1,3,2,0
,Cities,,8,0,1,2,0
,,Dickinson,0,0,0,1,0
,,Emerado,1,0,0,0,0
,,Fargo,2,0,0,1,0
,,Grand Forks,1,0,0,0,0
,,Mandan,2,0,0,0,0
,,Minot,2,0,0,0,0
,,Rolla,0,0,1,0,0
,Metropolitan Counties,,1,0,0,0,0
,,Morton,1,0,0,0,0
,Nonmetropolitan Counties,,1,1,2,0,0
,,Hettinger,0,0,1,0,0
,,Rolette,0,1,1,0,0
,,Walsh,1,0,0,0,0
OHIO,Total,,190,28,57,41,29
,Cities,,155,22,44,36,16
,,Akron,11,1,0,2,1
,,Alliance,2,0,0,0,0
,,Amherst,0,1,0,0,0
,,Athens,1,0,2,0,0
,,Bay Village,0,0,0,1,0
,,Beaver Township,1,0,0,0,0
,,Boardman,1,0,0,1,0
,,Bowling Green,0,0,0,1,0
,,Celina,0,0,1,0,0
,,Chillicothe,3,1,1,0,0
,,Cincinnati,6,0,0,1,0
,,Cleveland,6,0,0,3,0
,,Columbus,20,5,20,4,0
,,Cortland,1,0,0,0,0
,,Dayton,4,0,1,0,0
,,Deer Park,1,0,0,0,0
,,Defiance,2,0,1,0,0
,,Delaware,1,0,0,0,0
,,Delphos,1,0,0,0,0
,,Eastlake,1,0,0,0,0
,,Eaton,1,1,0,1,0
,,Englewood,1,0,0,0,0
,,Findlay,6,0,2,2,0
,,Franklin,1,0,0,0,0
,,Fremont,1,0,0,0,0
,,Gahanna,0,0,0,1,0
,,Galion,1,0,0,1,0
,,Gallipolis,1,0,0,0,0
,,Garfield Heights,2,0,0,0,0
,,"German Township, Montgomery County",0,0,1,0,0
,,"Goshen Township, Mahoning County",1,0,0,0,0
,,Greenville,1,0,0,0,0
,,Grove City,3,0,0,0,0
,,Hamilton,8,0,0,0,0
,,Heath,2,0,0,0,1
,,Huber Heights,9,0,0,0,0
,,Hudson,0,0,1,0,0
,,Jackson,0,0,1,0,0
,,"Jackson Township, Stark County",1,1,0,0,0
,,Kent,1,0,0,0,0
,,Kettering,1,0,0,0,0
,,Lakewood,1,0,0,0,0
,,Lancaster,3,0,0,0,0
,,Liberty Township,1,0,0,0,0
,,London,2,0,1,0,0
,,Lorain,1,0,3,1,0
,,"Madison Township, Lake County",3,0,0,2,0
,,Mansfield,2,0,2,0,0
,,Marysville,0,1,0,0,0
,,Mason,1,2,0,1,0
,,Maumee,1,0,0,0,0
,,"Miami Township, Montgomery County",6,1,0,1,1
,,Napoleon,1,0,0,0,0
,,Niles,5,1,0,2,0
,,North Olmsted,1,0,0,0,0
,,Norwalk,1,0,1,0,0
,,Oregon,1,0,0,0,0
,,Parma,1,0,0,0,0
,,Pickerington,1,0,0,0,0
,,Portsmouth,0,1,2,6,13
,,Reynoldsburg,1,1,0,0,0
,,Riverside,0,0,1,0,0
,,Solon,1,0,0,0,0
,,South Euclid,0,1,0,0,0
,,Springfield,1,0,0,0,0
,,"Springfield Township, Hamilton County",4,0,0,3,0
,,Stow,4,1,0,0,0
,,Trotwood,0,1,0,0,0
,,Urbana,0,2,0,0,0
,,Van Wert,2,0,0,1,0
,,Warren Township,1,0,0,0,0
,,West Chester Township,2,0,0,0,0
,,Willard,1,0,0,0,0
,,Willowick,1,0,0,0,0
,,Wilmington,1,0,1,0,0
,,Worthington,1,0,0,0,0
,,Youngstown,0,0,2,1,0
,Universities and Colleges,,4,1,3,0,0
,,Miami University,1,0,0,0,0
,,"Ohio State University, Columbus",0,1,1,0,0
,,Wright State University,3,0,2,0,0
,Metropolitan Counties,,19,3,5,4,2
,,Butler,2,1,2,1,1
,,Fulton,1,0,0,1,0
,,Greene,1,0,0,0,0
,,Licking,1,0,0,0,0
,,Lucas,1,1,1,0,0
,,Montgomery,8,0,1,0,1
,,Pickaway,0,0,0,1,0
,,Richland,0,0,1,0,0
,,Stark,0,1,0,0,0
,,Trumbull,1,0,0,0,0
,,Union,3,0,0,1,0
,,Warren,1,0,0,0,0
,Nonmetropolitan Counties,,11,1,4,0,11
,,Athens,1,0,0,0,0
,,Champaign,1,0,0,0,0
,,Columbiana,1,0,0,0,0
,,Coshocton,1,1,1,0,0
,,Defiance,4,0,0,0,0
,,Gallia,0,0,1,0,0
,,Hancock,1,0,0,0,0
,,Henry,1,0,0,0,0
,,Huron,0,0,1,0,0
,,Muskingum,0,0,1,0,0
,,Paulding,1,0,0,0,0
,,Seneca,0,0,0,0,11
,Other Agencies,,1,1,1,1,0
,,Cleveland Metropolitan Park District,0,0,1,1,0
,,Port Columbus International Airport,1,1,0,0,0
OKLAHOMA,Total,,38,4,4,5,0
,Cities,,33,3,4,5,0
,,Ada,1,0,0,0,0
,,Chickasha,7,1,0,2,0
,,Comanche,1,0,0,0,0
,,Edmond,2,1,0,0,0
,,Enid,1,0,0,0,0
,,Lone Grove,0,0,1,0,0
,,Muskogee,1,0,0,0,0
,,Norman,5,1,0,2,0
,,Oklahoma City,6,0,3,1,0
,,Pauls Valley,2,0,0,0,0
,,Ponca City,3,0,0,0,0
,,Sallisaw,1,0,0,0,0
,,Shawnee,1,0,0,0,0
,,Tulsa,1,0,0,0,0
,,Woodward,1,0,0,0,0
,Universities and Colleges,,3,1,0,0,0
,,"Northeastern State University, Tahlequah",1,0,0,0,0
,,University of Central Oklahoma,1,1,0,0,0
,,"University of Oklahoma, Health Sciences Center",1,0,0,0,0
,Metropolitan Counties,,1,0,0,0,0
,,Logan,1,0,0,0,0
,Nonmetropolitan Counties,,1,0,0,0,0
,,Woodward,1,0,0,0,0
OREGON,Total,,89,40,35,22,1
,Cities,,81,33,30,22,1
,,Albany,0,0,0,1,0
,,Beaverton,9,1,0,0,0
,,Bend,0,1,0,0,0
,,Boardman,0,0,1,1,0
,,Coos Bay,1,0,0,0,0
,,Corvallis,2,1,0,1,0
,,Dallas,1,0,0,0,0
,,Eagle Point,1,0,0,0,0
,,Eugene,8,9,2,4,0
,,Hermiston,1,0,0,0,0
,,La Grande,1,0,0,0,0
,,Lake Oswego,1,0,0,0,0
,,Lincoln City,1,0,0,1,0
,,Medford,1,0,1,0,0
,,Mount Angel,3,0,0,0,0
,,Newport,0,1,0,4,0
,,Portland,20,9,23,5,1
,,Redmond,3,0,0,0,0
,,Roseburg,1,1,1,1,0
,,Salem,6,2,0,0,0
,,Silverton,1,0,0,0,0
,,Springfield,1,0,1,1,0
,,Sutherlin,0,2,1,0,0
,,Tigard,15,5,0,1,0
,,Tillamook,0,1,0,1,0
,,Tualatin,1,0,0,0,0
,,Winston,1,0,0,0,0
,,Woodburn,2,0,0,1,0
,Metropolitan Counties,,6,5,2,0,0
,,Benton,1,0,0,0,0
,,Clackamas,3,0,1,0,0
,,Deschutes,0,1,0,0,0
,,Lane,1,3,1,0,0
,,Yamhill,1,1,0,0,0
,Nonmetropolitan Counties,,2,2,3,0,0
,,Douglas,1,1,2,0,0
,,Lincoln,1,0,0,0,0
,,Tillamook,0,1,0,0,0
,,Union,0,0,1,0,0
PENNSYLVANIA,Total,,43,14,6,5,0
,Cities,,33,10,5,4,0
,,Abington Township,0,1,0,1,0
,,Bensalem Township,1,0,0,0,0
,,East Pennsboro Township,1,0,0,0,0
,,Erie,0,0,0,1,0
,,Harrisburg,4,0,0,0,0
,,Hopewell Township,1,0,0,0,0
,,Jefferson Hills Borough,1,0,0,0,0
,,Johnstown,2,0,0,0,0
,,Lower Swatara Township,1,0,0,0,0
,,Middletown,0,0,1,0,0
,,Patton Township,1,0,1,0,0
,,Philadelphia,11,4,2,1,0
,,Pittsburgh,8,2,1,0,0
,,Reading,0,0,0,1,0
,,State College,0,1,0,0,0
,,Upper Saucon Township,1,0,0,0,0
,,West Hills Regional,1,0,0,0,0
,,York Area Regional,0,2,0,0,0
,Universities and Colleges,,2,2,0,0,0
,,"Pennsylvania State University, University Park",1,0,0,0,0
,,West Chester University,1,2,0,0,0
,State Police Agencies,,8,2,1,0,0
,,State Police:,,,,,
,,Bucks County,0,1,0,0,0
,,Butler County,1,0,0,0,0
,,Centre County,1,0,0,0,0
,,Chester County,1,1,0,0,0
,,Indiana County,1,0,0,0,0
,,Lawrence County,1,0,0,0,0
,,Mercer County,1,0,0,0,0
,,Northampton County,1,0,0,0,0
,,Pike County,0,0,1,0,0
,,York County,1,0,0,0,0
,Other Agencies,,0,0,0,1,0
,,"County Detective, Schuylkill County",0,0,0,1,0
RHODE ISLAND,Total,,10,12,10,3,0
,Cities,,9,12,10,3,0
,,Bristol,1,0,1,0,0
,,Cranston,0,0,0,1,0
,,East Providence,0,0,1,0,0
,,Jamestown,0,1,0,0,0
,,Lincoln,1,0,0,0,0
,,Narragansett,0,1,1,0,0
,,Newport,0,0,1,0,0
,,North Providence,1,0,0,0,0
,,Pawtucket,2,0,1,0,0
,,Providence,3,9,2,2,0
,,Smithfield,0,0,1,0,0
,,Warwick,0,1,1,0,0
,,West Greenwich,1,0,1,0,0
,Universities and Colleges,,1,0,0,0,0
,,Brown University,1,0,0,0,0
SOUTH CAROLINA,Total,,89,27,22,11,4
,Cities,,43,14,16,4,3
,,Aiken,1,0,0,0,0
,,Batesburg-Leesville,1,0,0,0,0
,,Beaufort,3,0,0,0,0
,,Bluffton,2,0,1,0,0
,,Camden,0,0,0,1,0
,,Cayce,1,0,1,0,0
,,Central,1,0,0,0,0
,,Chester,1,0,0,0,0
,,Clinton,1,0,0,0,0
,,Clover,1,0,0,0,0
,,Columbia,4,3,5,0,0
,,Cottageville,1,0,0,0,0
,,Darlington,0,0,0,0,1
,,Florence,0,0,3,0,0
,,Forest Acres,3,1,0,0,0
,,Greenville,1,0,0,0,0
,,Hartsville,3,0,0,0,0
,,Hemingway,1,0,0,0,0
,,Holly Hill,1,0,0,0,0
,,Isle of Palms,0,0,1,0,0
,,Lancaster,2,0,0,0,0
,,Laurens,1,0,0,0,0
,,Lexington,1,0,0,0,0
,,Marion,1,0,1,0,0
,,Mauldin,0,1,1,1,0
,,Mount Pleasant,0,0,1,0,0
,,Myrtle Beach,1,0,0,0,0
,,New Ellenton,1,0,0,0,0
,,North Augusta,1,0,0,0,0
,,Rock Hill,1,0,0,1,1
,,Santee,0,0,1,0,0
,,South Congaree,0,0,1,0,0
,,Summerville,1,1,0,0,0
,,Tega Cay,0,0,0,1,0
,,Walterboro,1,6,0,0,0
,,Westminster,0,0,0,0,1
,,Winnsboro,4,2,0,0,0
,,York,2,0,0,0,0
,Universities and Colleges,,6,0,1,0,0
,,Clemson University,2,0,0,0,0
,,College of Charleston,2,0,0,0,0
,,Greenville Technical College,1,0,1,0,0
,,Winthrop University,1,0,0,0,0
,Metropolitan Counties,,21,4,3,3,0
,,Anderson,1,0,0,0,0
,,Berkeley,2,0,0,0,0
,,Charleston,0,0,1,1,0
,,Darlington,0,0,0,1,0
,,Fairfield,2,0,0,0,0
,,Greenville,5,0,0,1,0
,,Horry County Police Department,1,0,0,0,0
,,Laurens,1,0,0,0,0
,,Pickens,1,0,0,0,0
,,Richland,7,2,2,0,0
,,Spartanburg,1,2,0,0,0
,Nonmetropolitan Counties,,18,9,2,4,1
,,Abbeville,0,1,0,0,0
,,Chester,0,6,0,1,0
,,Chesterfield,1,0,0,1,1
,,Clarendon,1,0,0,1,0
,,Colleton,2,0,0,0,0
,,Greenwood,1,0,0,0,0
,,Hampton,11,1,0,0,0
,,Lee,0,1,1,1,0
,,Marlboro,1,0,0,0,0
,,Oconee,0,0,1,0,0
,,Union,1,0,0,0,0
,Other Agencies,,1,0,0,0,0
,,Columbia Metropolitan Airport,1,0,0,0,0
SOUTH DAKOTA,Total,,20,9,7,5,1
,Cities,,19,7,6,4,1
,,Aberdeen,1,0,0,0,0
,,Pierre,2,0,1,1,0
,,Rapid City,2,0,0,0,0
,,Sioux Falls,10,7,5,3,0
,,Spearfish,1,0,0,0,0
,,Watertown,3,0,0,0,1
,Metropolitan Counties,,1,2,0,0,0
,,Minnehaha,1,2,0,0,0
,Nonmetropolitan Counties,,0,0,1,1,0
,,Hamlin,0,0,1,1,0
TENNESSEE,Total,,135,41,46,30,3
,Cities,,101,31,35,21,3
,,Alamo,1,0,0,0,0
,,Alcoa,1,0,0,0,0
,,Algood,2,0,0,0,0
,,Bartlett,0,1,0,0,0
,,Brentwood,0,1,0,0,0
,,Brighton,1,0,0,0,0
,,Bristol,1,1,0,1,0
,,Centerville,1,0,0,0,0
,,Chattanooga,6,2,0,0,0
,,Clarksville,2,5,0,0,0
,,Cleveland,6,0,1,2,0
,,Collierville,0,0,1,0,0
,,Columbia,2,1,0,0,0
,,Cookeville,1,0,0,1,1
,,Covington,1,0,1,0,0
,,Crossville,2,0,0,0,0
,,Dickson,1,0,1,0,0
,,Dunlap,1,0,0,0,0
,,Elizabethton,2,1,3,0,0
,,Franklin,4,1,1,2,0
,,Gates,1,0,0,0,0
,,Gordonsville,0,0,1,0,0
,,Greenbrier,1,0,0,0,0
,,Humboldt,1,0,1,0,0
,,Huntland,0,0,1,0,0
,,Jackson,1,0,0,0,1
,,Jefferson City,1,0,0,0,0
,,Johnson City,5,2,2,0,0
,,Kingsport,1,0,0,0,0
,,Knoxville,4,2,2,1,0
,,La Follette,0,2,0,0,0
,,Lawrenceburg,0,0,1,0,0
,,Lenoir City,0,1,0,0,0
,,Lexington,1,0,0,1,0
,,Madisonville,1,0,0,0,0
,,Manchester,1,0,0,0,0
,,Martin,1,0,0,0,0
,,Maryville,0,0,0,1,0
,,McMinnville,0,0,0,2,0
,,Memphis,20,9,12,10,1
,,Milan,0,0,1,0,0
,,Millington,0,0,1,0,0
,,Morristown,0,0,1,0,0
,,Newbern,1,0,0,0,0
,,Newport,1,0,0,0,0
,,Oak Ridge,1,1,1,0,0
,,Red Bank,1,0,1,0,0
,,Rockwood,0,1,0,0,0
,,Shelbyville,1,0,0,0,0
,,Signal Mountain,1,0,0,0,0
,,Soddy-Daisy,0,0,1,0,0
,,Somerville,15,0,0,0,0
,,Sparta,0,0,1,0,0
,,Spring Hill,1,0,0,0,0
,,Union City,1,0,0,0,0
,,Winchester,4,0,0,0,0
,Universities and Colleges,,8,0,1,1,0
,,East Tennessee State University,2,0,0,0,0
,,Middle Tennessee State University,3,0,0,0,0
,,Tennessee Technological University,1,0,0,0,0
,,"University of Tennessee, Chattanooga",1,0,0,0,0
,,Vanderbilt University,0,0,1,1,0
,,Walters State Community College,1,0,0,0,0
,Metropolitan Counties,,24,9,9,6,0
,,Anderson,0,0,1,0,0
,,Bradley,1,1,0,0,0
,,Cheatham,0,0,0,1,0
,,Dickson,2,0,0,0,0
,,Hamilton,5,2,4,0,0
,,Hickman,0,0,0,1,0
,,Knox,2,2,0,0,0
,,Marion,1,0,0,0,0
,,Montgomery,0,1,0,2,0
,,Shelby,6,3,3,1,0
,,Sullivan,4,0,0,1,0
,,Sumner,2,0,0,0,0
,,Tipton,1,0,0,0,0
,,Washington,0,0,1,0,0
,Nonmetropolitan Counties,,2,1,1,2,0
,,Cumberland,0,0,0,1,0
,,Giles,0,0,0,1,0
,,Monroe,0,1,0,0,0
,,Scott,2,0,0,0,0
,,Warren,0,0,1,0,0
TEXAS,Total,,131,25,55,35,0
,Cities,,107,24,54,29,0
,,Allen,1,1,0,0,0
,,Arlington,4,0,2,0,0
,,Athens,1,0,0,0,0
,,Austin,6,1,7,5,0
,,Bay City,0,0,2,0,0
,,Beaumont,3,0,2,0,0
,,Bedford,0,0,2,1,0
,,Bryan,3,0,0,0,0
,,Carrollton,5,0,0,0,0
,,Cedar Park,1,0,1,0,0
,,Cleburne,2,0,1,0,0
,,Cleveland,2,0,0,0,0
,,Copperas Cove,1,0,0,0,0
,,Corpus Christi,2,0,3,1,0
,,Dallas,7,2,6,2,0
,,Deer Park,1,0,0,0,0
,,Del Rio,0,0,0,1,0
,,Denison,1,0,0,0,0
,,Denton,2,0,0,0,0
,,Edinburg,1,0,0,0,0
,,El Paso,0,0,1,1,0
,,Flower Mound,0,1,0,0,0
,,Forney,1,0,0,0,0
,,Fort Worth,5,0,3,4,0
,,Frisco,1,0,1,0,0
,,Galveston,1,0,0,0,0
,,Garland,10,2,3,2,0
,,Grapevine,3,0,0,0,0
,,Hewitt,1,0,0,0,0
,,Houston,10,6,10,2,0
,,Killeen,0,0,0,1,0
,,Lake Dallas,1,0,0,0,0
,,Lake Jackson,0,2,0,0,0
,,La Porte,2,1,0,0,0
,,Longview,1,0,1,0,0
,,Mansfield,2,0,0,1,0
,,Marshall,1,0,0,0,0
,,Midland,0,1,4,1,0
,,Missouri City,2,1,0,1,0
,,Nacogdoches,0,1,0,0,0
,,New Braunfels,1,0,0,0,0
,,North Richland Hills,2,0,0,1,0
,,Ovilla,1,0,0,0,0
,,Plano,0,1,0,0,0
,,Quitman,1,0,0,0,0
,,Red Oak,1,0,0,0,0
,,Richardson,1,0,0,0,0
,,Round Rock,2,0,0,1,0
,,Rowlett,3,1,0,1,0
,,San Angelo,2,0,2,0,0
,,San Antonio,2,1,2,2,0
,,San Marcos,0,0,0,1,0
,,Sudan,0,1,0,0,0
,,Temple,1,0,0,0,0
,,Tomball,2,0,0,0,0
,,Tyler,0,0,1,0,0
,,Victoria,0,1,0,0,0
,,Vidor,1,0,0,0,0
,,Waxahachie,1,0,0,0,0
,,Weatherford,2,0,0,0,0
,Universities and Colleges,,5,0,1,1,0
,,Central Texas College,0,0,1,0,0
,,Hardin-Simmons University,1,0,0,0,0
,,"Texas A&M University, College Station",1,0,0,1,0
,,"University of Texas, Austin",3,0,0,0,0
,Metropolitan Counties,,17,1,0,5,0
,,Harris,15,1,0,5,0
,,Kaufman,1,0,0,0,0
,,Williamson,1,0,0,0,0
,Nonmetropolitan Counties,,1,0,0,0,0
,,Nolan,1,0,0,0,0
,Other Agencies,,1,0,0,0,0
,,"Independent School District, Austin",1,0,0,0,0
UTAH,Total,,14,9,9,8,0
,Cities,,10,7,7,8,0
,,Bountiful,1,0,0,1,0
,,Centerville,0,1,0,0,0
,,Draper,0,1,0,0,0
,,Farmington,1,1,0,1,0
,,Layton,1,1,1,0,0
,,Midvale,0,1,0,0,0
,,North Salt Lake,2,0,0,1,0
,,Price,0,1,0,1,0
,,Provo,0,0,1,0,0
,,South Jordan,0,0,1,0,0
,,St. George,2,0,0,1,0
,,Syracuse,1,0,1,0,0
,,Tooele,1,0,3,1,0
,,West Valley,1,1,0,2,0
,Metropolitan Counties,,2,1,2,0,0
,,Salt Lake,2,0,0,0,0
,,Tooele,0,1,2,0,0
,Nonmetropolitan Counties,,1,1,0,0,0
,,Uintah,1,1,0,0,0
,Other Agencies,,1,0,0,0,0
,,Granite School District,1,0,0,0,0
VERMONT,Total,,12,0,5,1,2
,Cities,,10,0,4,1,2
,,Bennington,1,0,0,0,0
,,Brattleboro,2,0,0,0,0
,,Burlington,3,0,2,1,1
,,Colchester,1,0,0,0,0
,,Hardwick,0,0,1,0,0
,,Montpelier,0,0,0,0,1
,,Morristown,1,0,0,0,0
,,St. Johnsbury,2,0,0,0,0
,,Winhall,0,0,1,0,0
,Nonmetropolitan Counties,,0,0,1,0,0
,,Windham,0,0,1,0,0
,State Police Agencies,,2,0,0,0,0
,,State Police:,,,,,
,,Royalton,1,0,0,0,0
,,Shaftsbury,1,0,0,0,0
VIRGINIA,Total,,172,37,33,19,2
,Cities,,91,8,16,8,0
,,Alexandria,3,0,0,1,0
,,Ashland,1,0,0,0,0
,,Berryville,2,0,0,0,0
,,Charlottesville,1,1,1,0,0
,,Chesapeake,5,0,1,1,0
,,Danville,2,0,0,0,0
,,Dumfries,1,0,1,0,0
,,Fredericksburg,5,0,0,1,0
,,Hampton,4,0,1,0,0
,,Harrisonburg,4,0,0,0,0
,,Hopewell,1,0,0,0,0
,,Leesburg,1,0,0,0,0
,,Lynchburg,0,1,0,0,0
,,Manassas Park,0,0,0,2,0
,,Marion,1,0,0,0,0
,,Newport News,9,1,2,0,0
,,Norfolk,8,0,2,0,0
,,Occoquan,0,1,0,0,0
,,Petersburg,0,0,1,0,0
,,Poquoson,1,0,0,0,0
,,Portsmouth,2,0,1,2,0
,,Pulaski,1,0,0,0,0
,,Purcellville,2,0,0,0,0
,,Richmond,6,0,2,1,0
,,Roanoke,1,0,0,0,0
,,Salem,1,0,0,0,0
,,Stanley,1,0,0,0,0
,,Suffolk,4,0,0,0,0
,,Vienna,0,1,0,0,0
,,Virginia Beach,21,3,4,0,0
,,Waynesboro,1,0,0,0,0
,,Williamsburg,2,0,0,0,0
,Universities and Colleges,,11,4,5,2,0
,,Christopher Newport University,1,0,0,0,0
,,College of William and Mary,0,0,2,1,0
,,George Mason University,1,0,0,1,0
,,James Madison University,2,0,0,0,0
,,J. Sargeant Reynolds Community College,0,3,0,0,0
,,Longwood University,0,1,0,0,0
,,Northern Virginia Community College,2,0,0,0,0
,,Old Dominion University,1,0,0,0,0
,,Radford University,0,0,2,0,0
,,University of Richmond,0,0,1,0,0
,,University of Virginia,1,0,0,0,0
,,Virginia Commonwealth University,1,0,0,0,0
,,Virginia Polytechnic Institute and State University,2,0,0,0,0
,Metropolitan Counties,,62,24,9,9,2
,,Albemarle County Police Department,5,0,0,1,0
,,Amelia,1,0,0,0,0
,,Amherst,1,0,0,0,0
,,Arlington County Police Department,1,5,0,0,0
,,Bedford,0,0,0,0,1
,,Chesterfield County Police Department,7,1,1,0,0
,,Fairfax County Police Department,7,5,1,0,0
,,Fauquier,1,2,0,0,0
,,Fluvanna,0,0,0,0,1
,,Frederick,2,0,0,0,0
,,Giles,1,0,0,0,0
,,Gloucester,1,0,0,0,0
,,Greene,2,0,0,0,0
,,Henrico County Police Department,10,2,2,0,0
,,James City County Police Department,3,2,0,1,0
,,Loudoun,7,3,3,6,0
,,Louisa,0,0,1,0,0
,,Montgomery,1,1,1,0,0
,,Pulaski,1,0,0,0,0
,,Roanoke County Police Department,1,0,0,0,0
,,Spotsylvania,4,2,0,0,0
,,Warren,4,1,0,1,0
,,Washington,2,0,0,0,0
,Nonmetropolitan Counties,,7,1,3,0,0
,,Dickenson,1,0,0,0,0
,,Madison,1,0,1,0,0
,,Orange,1,0,0,0,0
,,Page,1,1,0,0,0
,,Prince Edward,3,0,1,0,0
,,Tazewell,0,0,1,0,0
,Other Agencies,,1,0,0,0,0
,,Virginia State Capitol,1,0,0,0,0
WASHINGTON,Total,,121,35,42,38,3
,Cities,,78,19,30,25,3
,,Auburn,1,0,0,0,0
,,Bellevue,1,0,0,1,0
,,Bellingham,3,0,0,1,0
,,Bremerton,0,0,3,1,0
,,Burien,1,1,0,2,0
,,Clarkston,2,0,0,0,0
,,Covington,1,0,0,1,0
,,Edgewood,0,0,2,0,0
,,Edmonds,1,0,0,0,0
,,Ellensburg,0,1,1,0,0
,,Elma,1,0,0,0,0
,,Everett,2,0,0,1,0
,,Federal Way,1,0,2,3,0
,,Issaquah,0,0,1,0,0
,,Kelso,1,0,0,0,0
,,Kenmore,0,1,0,0,0
,,Kennewick,2,0,0,0,0
,,Lakewood,1,0,0,0,0
,,Longview,1,1,0,0,0
,,Maple Valley,0,0,1,0,0
,,Mill Creek,1,0,1,0,0
,,Monroe,0,0,0,1,0
,,Mount Vernon,1,0,1,0,0
,,Oak Harbor,1,0,0,0,0
,,Palouse,1,0,0,0,0
,,Port Angeles,0,1,1,0,0
,,Port Orchard,1,0,0,0,0
,,Pullman,0,1,0,0,0
,,Puyallup,1,0,0,0,0
